"","Gene","variant.counts","pos.variant.counts","neg.variant.counts"
"4321","Q13402",142,135,7
"4322","Q13409",2,1,1
"4323","Q13415",10,5,5
"4324","Q13416",1,0,1
"4325","Q13418",1,1,0
"4326","Q13421",19,0,19
"4327","Q13422",16,15,1
"4328","Q13423",16,13,3
"4329","Q13424",7,4,3
"4330","Q13425",2,0,2
"4331","Q13426",5,2,3
"4332","Q13427",1,0,1
"4333","Q13428",24,14,10
"4334","Q13432",1,0,1
"4335","Q13433",2,0,2
"4336","Q13438",4,0,4
"4337","Q13443",6,0,6
"4338","Q13444",6,0,6
"4339","Q13445",3,0,3
"4340","Q13451",2,0,2
"4341","Q13459",13,0,13
"4342","Q13461",11,10,1
"4343","Q13464",3,0,3
"4344","Q13467",1,0,1
"4345","Q13469",1,0,1
"4346","Q13470",2,0,2
"4347","Q13472",4,0,4
"4348","Q13477",10,0,10
"4349","Q13478",4,0,4
"4350","Q13485",28,25,3
"4351","Q13487",3,0,3
"4352","Q13488",13,9,4
"4353","Q13489",1,0,1
"4354","Q13496",96,89,7
"4355","Q13501",19,17,2
"4356","Q13505",3,0,3
"4357","Q13506",3,0,3
"4358","Q13508",3,0,3
"4359","Q13509",29,28,1
"4360","Q13515",2,2,0
"4361","Q13519",1,0,1
"4362","Q13520",3,0,3
"4363","Q13523",3,0,3
"4364","Q13526",1,0,1
"4365","Q13535",10,1,9
"4366","Q13541",1,0,1
"4367","Q13542",1,0,1
"4368","Q13546",6,0,6
"4369","Q13547",3,1,2
"4370","Q13554",5,4,1
"4371","Q13557",1,0,1
"4372","Q13562",4,4,0
"4373","Q13563",29,22,7
"4374","Q13569",2,0,2
"4375","Q13571",3,0,3
"4376","Q13572",7,0,7
"4377","Q13585",7,0,7
"4378","Q13588",1,1,0
"4379","Q13591",8,0,8
"4380","Q13601",1,0,1
"4381","Q13606",7,0,7
"4382","Q13607",7,0,7
"4383","Q13608",45,37,8
"4384","Q13609",6,0,6
"4385","Q13610",3,0,3
"4386","Q13614",10,3,7
"4387","Q13615",4,0,4
"4388","Q13616",1,0,1
"4389","Q13618",4,4,0
"4390","Q13620",6,6,0
"4391","Q13621",38,36,2
"4392","Q13627",11,11,0
"4393","Q13634",1,0,1
"4394","Q13635",67,53,14
"4395","Q13641",1,0,1
"4396","Q13642",20,19,1
"4397","Q13651",11,7,4
"4398","Q13671",4,0,4
"4399","Q13685",4,0,4
"4400","Q13686",4,0,4
"4401","Q13698",33,15,18
"4402","Q13702",26,24,2
"4403","Q13705",2,1,1
"4404","Q13724",6,3,3
"4405","Q13733",4,0,4
"4406","Q13740",2,0,2
"4407","Q13751",28,12,16
"4408","Q13753",17,1,16
"4409","Q13761",1,0,1
"4410","Q13769",3,0,3
"4411","Q13790",2,0,2
"4412","Q13796",11,0,11
"4413","Q13797",6,0,6
"4414","Q13823",2,0,2
"4415","Q13825",7,6,1
"4416","Q13835",7,0,7
"4417","Q13838",1,0,1
"4418","Q13868",7,2,5
"4419","Q13873",72,66,6
"4420","Q13884",3,0,3
"4421","Q13885",18,15,3
"4422","Q13886",1,0,1
"4423","Q13887",1,0,1
"4424","Q13895",4,0,4
"4425","Q13936",3,0,3
"4426","Q13939",4,0,4
"4427","Q13946",1,0,1
"4428","Q13950",52,52,0
"4429","Q14002",1,0,1
"4430","Q14003",7,4,3
"4431","Q14004",5,4,1
"4432","Q14005",14,0,14
"4433","Q14008",3,0,3
"4434","Q14012",1,0,1
"4435","Q14019",3,0,3
"4436","Q14028",23,5,18
"4437","Q14032",5,3,2
"4438","Q14050",11,4,7
"4439","Q14055",7,1,6
"4440","Q14061",1,0,1
"4441","Q14088",1,0,1
"4442","Q14093",5,0,5
"4443","Q14094",3,0,3
"4444","Q14108",4,1,3
"4445","Q14112",12,0,12
"4446","Q14114",1,0,1
"4447","Q14117",18,14,4
"4448","Q14118",2,2,0
"4449","Q14119",1,0,1
"4450","Q14126",41,29,12
"4451","Q14129",1,0,1
"4452","Q14134",3,0,3
"4453","Q14140",3,0,3
"4454","Q14142",3,0,3
"4455","Q14145",1,0,1
"4456","Q14146",28,0,28
"4457","Q14147",9,0,9
"4458","Q14149",1,0,1
"4459","Q14151",2,0,2
"4460","Q14152",3,0,3
"4461","Q14153",8,0,8
"4462","Q14154",6,0,6
"4463","Q14156",3,0,3
"4464","Q14157",9,0,9
"4465","Q14159",3,0,3
"4466","Q14161",3,0,3
"4467","Q14162",4,0,4
"4468","Q14164",4,0,4
"4469","Q14166",3,0,3
"4470","Q14181",2,0,2
"4471","Q14183",2,0,2
"4472","Q14186",2,0,2
"4473","Q14190",7,0,7
"4474","Q14191",20,5,15
"4475","Q14192",1,0,1
"4476","Q14202",3,0,3
"4477","Q14203",19,13,6
"4478","Q14204",66,57,9
"4479","Q14207",16,0,16
"4480","Q14209",2,0,2
"4481","Q14210",1,0,1
"4482","Q14213",3,0,3
"4483","Q14232",5,4,1
"4484","Q14241",5,0,5
"4485","Q14246",14,0,14
"4486","Q14249",1,0,1
"4487","Q14254",1,0,1
"4488","Q14258",3,0,3
"4489","Q14264",8,0,8
"4490","Q14289",6,0,6
"4491","Q14296",1,0,1
"4492","Q14315",24,16,8
"4493","Q14324",7,0,7
"4494","Q14330",2,0,2
"4495","Q14331",1,0,1
"4496","Q14332",4,2,2
"4497","Q14376",22,21,1
"4498","Q14390",4,0,4
"4499","Q14392",7,0,7
"4500","Q14406",2,0,2
"4501","Q14409",1,0,1
"4502","Q14410",6,0,6
"4503","Q14416",11,0,11
"4504","Q14432",11,6,5
"4505","Q14435",16,10,6
"4506","Q14442",1,1,0
"4507","Q14444",5,0,5
"4508","Q14449",3,0,3
"4509","Q14457",2,0,2
"4510","Q14494",1,0,1
"4511","Q14507",4,0,4
"4512","Q14508",2,0,2
"4513","Q14511",3,0,3
"4514","Q14512",6,0,6
"4515","Q14515",7,0,7
"4516","Q14517",39,0,39
"4517","Q14520",9,0,9
"4518","Q14525",5,0,5
"4519","Q14527",4,0,4
"4520","Q14532",8,0,8
"4521","Q14533",8,3,5
"4522","Q14534",2,0,2
"4523","Q14554",6,0,6
"4524","Q14562",2,0,2
"4525","Q14563",15,7,8
"4526","Q14565",2,0,2
"4527","Q14566",2,0,2
"4528","Q14571",4,1,3
"4529","Q14573",14,0,14
"4530","Q14574",9,0,9
"4531","Q14582",1,0,1
"4532","Q14584",8,0,8
"4533","Q14585",2,0,2
"4534","Q14586",7,0,7
"4535","Q14587",7,0,7
"4536","Q14588",5,0,5
"4537","Q14590",5,0,5
"4538","Q14593",5,0,5
"4539","Q14596",2,0,2
"4540","Q14623",16,14,2
"4541","Q14624",8,0,8
"4542","Q14626",10,5,5
"4543","Q14641",2,0,2
"4544","Q14644",11,0,11
"4545","Q14651",3,0,3
"4546","Q14654",101,95,6
"4547","Q14656",3,0,3
"4548","Q14657",4,2,2
"4549","Q14667",5,0,5
"4550","Q14669",9,0,9
"4551","Q14674",10,0,10
"4552","Q14676",31,0,31
"4553","Q14678",8,1,7
"4554","Q14679",15,0,15
"4555","Q14680",9,0,9
"4556","Q14683",52,47,5
"4557","Q14684",8,0,8
"4558","Q14686",5,0,5
"4559","Q14687",7,0,7
"4560","Q14689",7,0,7
"4561","Q14690",12,0,12
"4562","Q14691",2,2,0
"4563","Q14692",15,1,14
"4564","Q14694",7,0,7
"4565","Q14696",3,0,3
"4566","Q14699",1,0,1
"4567","Q14703",7,2,5
"4568","Q14714",2,0,2
"4569","Q14721",36,32,4
"4570","Q14722",1,0,1
"4571","Q14728",1,0,1
"4572","Q14738",3,3,0
"4573","Q14739",10,8,2
"4574","Q14746",9,1,8
"4575","Q14749",3,2,1
"4576","Q14761",2,0,2
"4577","Q14764",3,0,3
"4578","Q14765",2,0,2
"4579","Q14767",22,3,19
"4580","Q14774",4,0,4
"4581","Q14781",5,2,3
"4582","Q147U1",11,0,11
"4583","Q147U7",1,0,1
"4584","Q147X3",1,0,1
"4585","Q14807",5,5,0
"4586","Q14831",1,1,0
"4587","Q14832",1,0,1
"4588","Q14833",7,0,7
"4589","Q14839",11,9,2
"4590","Q14849",2,0,2
"4591","Q14865",2,0,2
"4592","Q14872",3,0,3
"4593","Q14894",1,1,0
"4594","Q14896",214,196,18
"4595","Q14914",6,0,6
"4596","Q14916",2,0,2
"4597","Q14929",4,0,4
"4598","Q14940",2,0,2
"4599","Q14956",8,0,8
"4600","Q14957",6,0,6
"4601","Q14964",1,0,1
"4602","Q14966",11,0,11
"4603","Q14973",3,0,3
"4604","Q14974",1,0,1
"4605","Q14978",7,0,7
"4606","Q14980",7,0,7
"4607","Q14982",2,1,1
"4608","Q14990",2,0,2
"4609","Q14993",14,0,14
"4610","Q14997",2,0,2
"4611","Q149N8",9,0,9
"4612","Q14C87",11,0,11
"4613","Q14CB8",3,0,3
"4614","Q14CM0",2,1,1
"4615","Q14CN2",14,0,14
"4616","Q14CN4",3,0,3
"4617","Q14CS0",2,0,2
"4618","Q14CX5",2,0,2
"4619","Q14CX7",3,0,3
"4620","Q14CZ7",8,0,8
"4621","Q14CZ8",14,11,3
"4622","Q14D04",11,0,11
"4623","Q14D33",7,0,7
"4624","Q14DG7",5,0,5
"4625","Q15003",7,1,6
"4626","Q15005",2,0,2
"4627","Q15007",1,0,1
"4628","Q15011",3,0,3
"4629","Q15018",2,0,2
"4630","Q15019",1,0,1
"4631","Q15020",4,1,3
"4632","Q15021",13,0,13
"4633","Q15022",3,2,1
"4634","Q15024",1,0,1
"4635","Q15025",3,0,3
"4636","Q15027",2,0,2
"4637","Q15029",7,5,2
"4638","Q15031",19,15,4
"4639","Q15032",5,0,5
"4640","Q15035",4,0,4
"4641","Q15036",1,0,1
"4642","Q15041",2,0,2
"4643","Q15043",7,5,2
"4644","Q15047",2,0,2
"4645","Q15048",3,0,3
"4646","Q15049",44,39,5
"4647","Q15050",2,0,2
"4648","Q15051",4,0,4
"4649","Q15052",3,0,3
"4650","Q15054",1,0,1
"4651","Q15056",2,0,2
"4652","Q15057",1,0,1
"4653","Q15058",17,2,15
"4654","Q15059",2,0,2
"4655","Q15063",6,0,6
"4656","Q15072",2,0,2
"4657","Q15078",1,1,0
"4658","Q15080",3,0,3
"4659","Q15084",2,0,2
"4660","Q15113",1,0,1
"4661","Q15116",2,0,2
"4662","Q15119",2,0,2
"4663","Q15124",4,0,4
"4664","Q15125",42,39,3
"4665","Q15126",1,0,1
"4666","Q15131",1,1,0
"4667","Q15139",3,0,3
"4668","Q15149",28,1,27
"4669","Q15154",20,0,20
"4670","Q15165",1,1,0
"4671","Q15166",2,1,1
"4672","Q15172",1,0,1
"4673","Q15181",1,0,1
"4674","Q15185",1,0,1
"4675","Q15198",7,1,6
"4676","Q15208",1,0,1
"4677","Q15223",1,1,0
"4678","Q15256",8,0,8
"4679","Q15257",2,0,2
"4680","Q15269",9,0,9
"4681","Q15276",3,0,3
"4682","Q15286",1,0,1
"4683","Q15287",1,0,1
"4684","Q15303",8,5,3
"4685","Q15306",1,0,1
"4686","Q15311",3,0,3
"4687","Q15319",6,6,0
"4688","Q15323",2,0,2
"4689","Q15326",3,3,0
"4690","Q15327",13,10,3
"4691","Q15329",1,0,1
"4692","Q15345",2,0,2
"4693","Q15361",11,0,11
"4694","Q15363",1,0,1
"4695","Q15365",1,0,1
"4696","Q15375",2,0,2
"4697","Q15382",1,1,0
"4698","Q15386",3,0,3
"4699","Q15389",1,0,1
"4700","Q15391",1,0,1
"4701","Q15392",11,9,2
"4702","Q15393",2,0,2
"4703","Q15397",6,0,6
"4704","Q15398",10,0,10
"4705","Q15399",11,0,11
"4706","Q15404",2,0,2
"4707","Q15406",1,0,1
"4708","Q15413",20,0,20
"4709","Q15417",1,0,1
"4710","Q15428",1,0,1
"4711","Q15431",2,0,2
"4712","Q15434",1,0,1
"4713","Q15436",2,2,0
"4714","Q15437",38,30,8
"4715","Q15459",1,0,1
"4716","Q15464",3,0,3
"4717","Q15465",95,90,5
"4718","Q15466",4,2,2
"4719","Q15475",12,12,0
"4720","Q15477",8,1,7
"4721","Q15485",9,0,9
"4722","Q15493",1,0,1
"4723","Q15526",21,19,2
"4724","Q15527",5,0,5
"4725","Q15528",2,0,2
"4726","Q15532",3,0,3
"4727","Q15543",2,2,0
"4728","Q15544",1,0,1
"4729","Q15555",3,3,0
"4730","Q15560",2,0,2
"4731","Q15569",2,0,2
"4732","Q15573",3,0,3
"4733","Q15582",50,45,5
"4734","Q15583",17,11,6
"4735","Q15596",1,0,1
"4736","Q15599",4,0,4
"4737","Q15612",3,0,3
"4738","Q15615",2,0,2
"4739","Q15619",8,0,8
"4740","Q15620",1,0,1
"4741","Q15622",7,0,7
"4742","Q15628",1,0,1
"4743","Q15629",2,0,2
"4744","Q15643",21,2,19
"4745","Q15646",5,0,5
"4746","Q15648",2,0,2
"4747","Q15649",1,1,0
"4748","Q15650",6,0,6
"4749","Q15652",11,0,11
"4750","Q15653",4,0,4
"4751","Q15654",3,0,3
"4752","Q15661",2,0,2
"4753","Q15672",60,59,1
"4754","Q15678",6,0,6
"4755","Q15695",6,0,6
"4756","Q15697",1,0,1
"4757","Q15699",2,0,2
"4758","Q15714",6,0,6
"4759","Q15717",2,0,2
"4760","Q15722",2,0,2
"4761","Q15723",1,1,0
"4762","Q15726",6,4,2
"4763","Q15735",6,0,6
"4764","Q15738",13,10,3
"4765","Q15742",2,0,2
"4766","Q15743",3,1,2
"4767","Q15744",5,1,4
"4768","Q15746",17,3,14
"4769","Q15750",2,0,2
"4770","Q15751",14,2,12
"4771","Q15758",3,0,3
"4772","Q15759",1,0,1
"4773","Q15761",2,0,2
"4774","Q15762",8,0,8
"4775","Q15768",1,0,1
"4776","Q15772",15,1,14
"4777","Q15773",1,0,1
"4778","Q15776",2,0,2
"4779","Q15782",5,0,5
"4780","Q15784",3,2,1
"4781","Q15788",7,0,7
"4782","Q15796",2,1,1
"4783","Q15797",1,1,0
"4784","Q15800",3,2,1
"4785","Q15811",3,1,2
"4786","Q15813",4,0,4
"4787","Q15818",2,0,2
"4788","Q15822",6,2,4
"4789","Q15825",4,0,4
"4790","Q15828",1,0,1
"4791","Q15831",53,50,3
"4792","Q15834",1,0,1
"4793","Q15835",2,0,2
"4794","Q15842",3,1,2
"4795","Q15846",3,0,3
"4796","Q15847",1,0,1
"4797","Q15848",4,3,1
"4798","Q15849",9,0,9
"4799","Q15878",15,9,6
"4800","Q15884",3,0,3
"4801","Q15904",6,4,2
"4802","Q15906",1,0,1
"4803","Q15911",9,0,9
"4804","Q15915",4,3,1
"4805","Q15916",2,0,2
"4806","Q15928",5,1,4
"4807","Q15935",8,0,8
"4808","Q15937",3,0,3
"4809","Q15942",3,0,3
"4810","Q16082",1,0,1
"4811","Q16099",2,1,1
"4812","Q16134",80,71,9
"4813","Q16143",3,2,1
"4814","Q16186",2,0,2
"4815","Q16206",3,0,3
"4816","Q16236",4,2,2
"4817","Q16254",1,0,1
"4818","Q16270",1,0,1
"4819","Q16280",3,0,3
"4820","Q16281",94,78,16
"4821","Q16288",3,3,0
"4822","Q16322",4,0,4
"4823","Q16342",2,0,2
"4824","Q16348",3,0,3
"4825","Q16352",2,1,1
"4826","Q16378",2,0,2
"4827","Q16384",2,0,2
"4828","Q16394",50,47,3
"4829","Q16401",1,0,1
"4830","Q16445",5,0,5
"4831","Q16478",1,0,1
"4832","Q16513",3,0,3
"4833","Q16515",2,0,2
"4834","Q16518",82,76,6
"4835","Q16538",3,0,3
"4836","Q16540",3,0,3
"4837","Q16543",1,0,1
"4838","Q16548",1,0,1
"4839","Q16549",8,0,8
"4840","Q16557",3,0,3
"4841","Q16560",3,0,3
"4842","Q16566",5,0,5
"4843","Q16568",1,0,1
"4844","Q16572",3,3,0
"4845","Q16581",3,0,3
"4846","Q16584",4,0,4
"4847","Q16585",18,17,1
"4848","Q16586",60,53,7
"4849","Q16587",3,0,3
"4850","Q16594",4,0,4
"4851","Q16595",23,17,6
"4852","Q16600",5,0,5
"4853","Q16610",6,0,6
"4854","Q16611",1,0,1
"4855","Q16613",3,0,3
"4856","Q16625",5,1,4
"4857","Q16633",1,0,1
"4858","Q16637",34,31,3
"4859","Q16644",3,1,2
"4860","Q16647",7,1,6
"4861","Q16650",6,5,1
"4862","Q16654",3,0,3
"4863","Q16655",3,0,3
"4864","Q16656",1,0,1
"4865","Q16658",1,0,1
"4866","Q16659",1,0,1
"4867","Q16661",1,0,1
"4868","Q16663",1,0,1
"4869","Q16665",2,0,2
"4870","Q16667",3,2,1
"4871","Q16671",11,11,0
"4872","Q16674",4,0,4
"4873","Q16678",102,92,10
"4874","Q16690",1,0,1
"4875","Q16695",2,1,1
"4876","Q16696",6,0,6
"4877","Q16698",1,0,1
"4878","Q16706",5,0,5
"4879","Q16718",2,0,2
"4880","Q16719",10,4,6
"4881","Q16720",4,3,1
"4882","Q16740",3,3,0
"4883","Q16760",7,0,7
"4884","Q16762",2,0,2
"4885","Q16769",1,0,1
"4886","Q16772",5,0,5
"4887","Q16775",5,0,5
"4888","Q16787",35,6,29
"4889","Q16790",3,0,3
"4890","Q16795",5,2,3
"4891","Q16798",2,0,2
"4892","Q16799",9,0,9
"4893","Q16819",2,0,2
"4894","Q16820",3,0,3
"4895","Q16821",23,0,23
"4896","Q16822",2,0,2
"4897","Q16825",11,0,11
"4898","Q16827",4,0,4
"4899","Q16828",5,4,1
"4900","Q16829",2,0,2
"4901","Q16832",7,4,3
"4902","Q16842",1,0,1
"4903","Q16849",2,0,2
"4904","Q16850",2,0,2
"4905","Q16851",1,1,0
"4906","Q16853",2,0,2
"4907","Q16854",22,18,4
"4908","Q16873",1,1,0
"4909","Q16875",3,0,3
"4910","Q16877",1,0,1
"4911","Q16878",1,0,1
"4912","Q16890",2,0,2
"4913","Q16891",6,0,6
"4914","Q17R31",3,0,3
"4915","Q17R55",4,0,4
"4916","Q17R60",7,2,5
"4917","Q17RB8",3,0,3
"4918","Q17RC7",11,0,11
"4919","Q17RD7",4,0,4
"4920","Q17RG1",1,1,0
"4921","Q17RN3",3,0,3
"4922","Q17RP2",4,0,4
"4923","Q17RR3",3,0,3
"4924","Q17RS7",17,0,17
"4925","Q17RW2",12,0,12
"4926","Q18PE1",22,17,5
"4927","Q19AV6",1,0,1
"4928","Q1AE95",3,0,3
"4929","Q1ED39",6,0,6
"4930","Q1EHB4",3,0,3
"4931","Q1HG44",1,1,0
"4932","Q1KMD3",2,0,2
"4933","Q1L6U9",2,0,2
"4934","Q1MX18",4,0,4
"4935","Q1W6H9",2,0,2
"4936","Q1X8D7",3,0,3
"4937","Q1ZYL8",1,0,1
"4938","Q1ZZU3",5,0,5
"4939","Q24JQ0",6,0,6
"4940","Q27J81",37,30,7
"4941","Q2HXU8",3,0,3
"4942","Q2I0M4",2,0,2
"4943","Q2I0M5",15,7,8
"4944","Q2KHM9",7,0,7
"4945","Q2KHN1",4,0,4
"4946","Q2KHR3",13,0,13
"4947","Q2KJY2",12,0,12
"4948","Q2L4Q9",2,0,2
"4949","Q2LD37",11,3,8
"4950","Q2M1K9",8,4,4
"4951","Q2M1P5",17,7,10
"4952","Q2M1V0",4,0,4
"4953","Q2M1Z3",12,0,12
"4954","Q2M218",4,0,4
"4955","Q2M243",9,0,9
"4956","Q2M2D7",1,0,1
"4957","Q2M2I3",3,0,3
"4958","Q2M2I5",9,0,9
"4959","Q2M329",5,0,5
"4960","Q2M385",2,0,2
"4961","Q2M389",8,0,8
"4962","Q2M3A8",1,0,1
"4963","Q2M3C7",21,0,21
"4964","Q2M3R5",1,0,1
"4965","Q2M3T9",6,0,6
"4966","Q2M3W8",3,0,3
"4967","Q2M3X9",5,1,4
"4968","Q2M5E4",1,0,1
"4969","Q2MKA7",1,0,1
"4970","Q2NKJ3",19,8,11
"4971","Q2NKQ1",4,0,4
"4972","Q2NKX8",1,0,1
"4973","Q2NL68",1,0,1
"4974","Q2NL82",7,0,7
"4975","Q2NL98",1,0,1
"4976","Q2PPJ7",5,0,5
"4977","Q2PZI1",2,0,2
"4978","Q2Q1W2",1,0,1
"4979","Q2QD12",1,0,1
"4980","Q2QGD7",4,0,4
"4981","Q2QL34",1,0,1
"4982","Q2T9J0",3,0,3
"4983","Q2T9K0",5,0,5
"4984","Q2TAA2",1,0,1
"4985","Q2TAA5",8,8,0
"4986","Q2TAA8",1,0,1
"4987","Q2TAC6",11,0,11
"4988","Q2TAL5",6,0,6
"4989","Q2TAL6",1,0,1
"4990","Q2TAM9",4,0,4
"4991","Q2TAZ0",14,0,14
"4992","Q2TB10",2,0,2
"4993","Q2TB18",4,0,4
"4994","Q2TBA0",18,13,5
"4995","Q2TBE0",16,0,16
"4996","Q2UY09",10,0,10
"4997","Q2VIQ3",8,0,8
"4998","Q2VPA4",8,0,8
"4999","Q2VPB7",4,0,4
"5000","Q2VPJ9",3,0,3
"5001","Q2VPK5",5,0,5
"5002","Q2VWP7",6,0,6
"5003","Q2VY69",5,0,5
"5004","Q2WEN9",6,3,3
"5005","Q2WGJ6",6,0,6
"5006","Q2WGJ8",1,0,1
"5007","Q2WGJ9",9,0,9
"5008","Q2WGN9",12,0,12
"5009","Q2Y0W8",3,0,3
"5010","Q2YD98",13,1,12
"5011","Q30154",8,0,8
"5012","Q30201",19,15,4
"5013","Q30KP8",1,0,1
"5014","Q30KP9",1,0,1
"5015","Q30KQ4",2,0,2
"5016","Q30KQ5",3,0,3
"5017","Q30KQ7",2,0,2
"5018","Q30KQ8",1,0,1
"5019","Q32M78",2,0,2
"5020","Q32M84",8,0,8
"5021","Q32M88",7,0,7
"5022","Q32M92",2,0,2
"5023","Q32MH5",13,0,13
"5024","Q32MK0",9,0,9
"5025","Q32MQ0",11,0,11
"5026","Q32MZ4",7,0,7
"5027","Q32P41",5,0,5
"5028","Q32P44",1,0,1
"5029","Q32ZL2",1,0,1
"5030","Q330K2",10,8,2
"5031","Q38SD2",12,0,12
"5032","Q3B726",4,0,4
"5033","Q3B7I2",2,0,2
"5034","Q3B7J2",1,0,1
"5035","Q3B7S5",4,0,4
"5036","Q3B7T3",4,0,4
"5037","Q3C1V8",2,0,2
"5038","Q3KNW1",6,0,6
"5039","Q3KNW5",6,0,6
"5040","Q3KP31",2,0,2
"5041","Q3KP44",6,0,6
"5042","Q3KQU3",6,0,6
"5043","Q3KQV3",8,0,8
"5044","Q3KQV9",4,0,4
"5045","Q3KR16",7,0,7
"5046","Q3LHN0",2,0,2
"5047","Q3LI58",1,0,1
"5048","Q3LI59",1,0,1
"5049","Q3LI64",1,0,1
"5050","Q3LI73",5,0,5
"5051","Q3LI76",3,0,3
"5052","Q3LI77",1,0,1
"5053","Q3LI81",5,0,5
"5054","Q3LI83",3,0,3
"5055","Q3LIE5",2,0,2
"5056","Q3LXA3",4,2,2
"5057","Q3MII6",3,0,3
"5058","Q3MIP1",1,0,1
"5059","Q3MIR4",1,0,1
"5060","Q3MIS6",11,0,11
"5061","Q3MJ13",12,1,11
"5062","Q3MJ62",2,0,2
"5063","Q3MUY2",3,1,2
"5064","Q3SX64",5,0,5
"5065","Q3SXM0",2,0,2
"5066","Q3SXM5",3,0,3
"5067","Q3SXP7",2,0,2
"5068","Q3SXY7",1,1,0
"5069","Q3SXY8",10,6,4
"5070","Q3SXZ3",4,0,4
"5071","Q3SXZ7",1,0,1
"5072","Q3SY46",1,0,1
"5073","Q3SY52",3,0,3
"5074","Q3SY69",10,0,10
"5075","Q3SY77",3,0,3
"5076","Q3SY84",4,1,3
"5077","Q3SYB3",1,0,1
"5078","Q3SYC2",6,0,6
"5079","Q3SYG4",9,5,4
"5080","Q3T906",46,33,13
"5081","Q3YBM2",4,0,4
"5082","Q3YBR2",1,0,1
"5083","Q3ZCM7",14,13,1
"5084","Q3ZCQ3",1,0,1
"5085","Q3ZCT1",6,0,6
"5086","Q3ZCT8",5,0,5
"5087","Q3ZCX4",4,0,4
"5088","Q400G9",5,0,5
"5089","Q401N2",2,0,2
"5090","Q460N5",11,0,11
"5091","Q494R4",6,0,6
"5092","Q494V2",7,0,7
"5093","Q495A1",4,0,4
"5094","Q495B1",1,0,1
"5095","Q495C1",1,0,1
"5096","Q495M3",4,0,4
"5097","Q495M9",5,4,1
"5098","Q495N2",3,0,3
"5099","Q495T6",5,0,5
"5100","Q495W5",2,0,2
"5101","Q495X7",5,0,5
"5102","Q496A3",4,0,4
"5103","Q496F6",4,0,4
"5104","Q496H8",3,0,3
"5105","Q496J9",2,0,2
"5106","Q496M5",8,0,8
"5107","Q496Y0",2,0,2
"5108","Q499Z3",5,0,5
"5109","Q499Z4",4,0,4
"5110","Q49AA0",6,0,6
"5111","Q49AG3",2,0,2
"5112","Q49AH0",2,0,2
"5113","Q49AJ0",11,0,11
"5114","Q49AM1",5,0,5
"5115","Q49AM3",4,0,4
"5116","Q49AR2",1,0,1
"5117","Q49MG5",6,0,6
"5118","Q49MI3",2,2,0
"5119","Q4AC94",2,2,0
"5120","Q4AC99",13,0,13
"5121","Q4ADV7",3,0,3
"5122","Q4AE62",4,0,4
"5123","Q4FZB7",2,2,0
"5124","Q4G0A6",7,0,7
"5125","Q4G0F5",1,0,1
"5126","Q4G0G5",4,0,4
"5127","Q4G0J3",1,0,1
"5128","Q4G0N4",2,0,2
"5129","Q4G0N7",1,0,1
"5130","Q4G0N8",8,0,8
"5131","Q4G0P3",31,0,31
"5132","Q4G0S7",3,0,3
"5133","Q4G0W2",2,0,2
"5134","Q4G0X9",11,1,10
"5135","Q4G0Z9",6,0,6
"5136","Q4G112",2,0,2
"5137","Q4G148",6,0,6
"5138","Q4G163",3,0,3
"5139","Q4G176",15,10,5
"5140","Q4G1C9",2,0,2
"5141","Q4J6C6",6,0,6
"5142","Q4JDL3",1,0,1
"5143","Q4KMG0",18,6,12
"5144","Q4KMP7",1,0,1
"5145","Q4KMQ1",4,0,4
"5146","Q4KMZ1",4,0,4
"5147","Q4KWH8",9,0,9
"5148","Q4L180",6,0,6
"5149","Q4L235",11,0,11
"5150","Q4LDE5",26,0,26
"5151","Q4LDG9",1,1,0
"5152","Q4LE39",6,0,6
"5153","Q4LEZ3",3,0,3
"5154","Q4U2R6",1,0,1
"5155","Q4U2R8",4,0,4
"5156","Q4V328",4,0,4
"5157","Q4V9L6",1,0,1
"5158","Q4VC12",3,0,3
"5159","Q4VCS5",4,1,3
"5160","Q4VNC0",22,0,22
"5161","Q4VNC1",10,0,10
"5162","Q4VX76",4,0,4
"5163","Q4VXU2",2,0,2
"5164","Q4W5G0",5,0,5
"5165","Q4ZG55",15,0,15
"5166","Q4ZHG4",21,0,21
"5167","Q4ZIN3",1,0,1
"5168","Q502W6",19,1,18
"5169","Q502W7",5,0,5
"5170","Q502X0",3,0,3
"5171","Q504T8",2,0,2
"5172","Q504Y0",10,0,10
"5173","Q504Y2",1,0,1
"5174","Q504Y3",2,0,2
"5175","Q50LG9",3,0,3
"5176","Q52LC2",2,0,2
"5177","Q52LD8",2,0,2
"5178","Q52LG2",3,0,3
"5179","Q52LR7",1,0,1
"5180","Q52LW3",9,0,9
"5181","Q52M58",2,0,2
"5182","Q52M93",7,0,7
"5183","Q53EL6",1,0,1
"5184","Q53EL9",6,0,6
"5185","Q53EP0",8,0,8
"5186","Q53ET0",1,0,1
"5187","Q53EU6",2,0,2
"5188","Q53EV4",1,0,1
"5189","Q53F39",1,0,1
"5190","Q53FA7",2,0,2
"5191","Q53FD0",7,0,7
"5192","Q53FT3",2,2,0
"5193","Q53FV1",2,0,2
"5194","Q53FZ2",4,0,4
"5195","Q53G44",2,0,2
"5196","Q53GD3",3,0,3
"5197","Q53GG5",2,0,2
"5198","Q53GI3",6,0,6
"5199","Q53GL0",2,0,2
"5200","Q53GL7",10,0,10
"5201","Q53GQ0",2,0,2
"5202","Q53GS7",12,6,6
